Product name,Product cost,Product image link,Product URL,Product ID,Product available,Product shops
"","","",https://oz.by/chocolate/more10737053.html,"","",""
"","","",https://oz.by/chocolate/more10983838.html,"","",""
"","","",https://oz.by/chocolate/more10737190.html,"","",""
"","","",https://oz.by/chocolate/more101098938.html,"","",""
"","","",https://oz.by/chocolate/more10848223.html,"","",""
"","","",https://oz.by/chocolate/more101100526.html,"","",""
"","","",https://oz.by/chocolate/more101052463.html,"","",""
"","","",https://oz.by/chocolate/more10796637.html,"","",""
"Открытка с шоколадом ""Брутальный Дед Мороз"" (20 г)","3,99 руб.",https://s1-goods.ozstatic.by/480/591/76/101/101076591_0_Otkritka_s_shokoladom_Brutalniy_Ded_Moroz_20_g.jpg,https://oz.by/chocolate/more101076591.html,№ 101076591,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10737194.html,"","",""
"","","",https://oz.by/chocolate/more10855041.html,"","",""
"","","",https://oz.by/chocolate/more10964781.html,"","",""
"","","",https://oz.by/chocolate/more10777454.html,"","",""
"","","",https://oz.by/chocolate/more101052549.html,"","",""
"","","",https://oz.by/chocolate/more101076602.html,"","",""
"","","",https://oz.by/chocolate/more10915852.html,"","",""
"","","",https://oz.by/chocolate/more101069051.html,"","",""
"","","",https://oz.by/chocolate/more101076570.html,"","",""
"","","",https://oz.by/chocolate/more101109759.html,"","",""
"Шоколад молочный ""Малина и ягоды асаи"" (65 г)","6,99 руб.",https://s5-goods.ozstatic.by/480/218/112/101/101112218_0_Shokolad_molochniy_Malina_i_yagodi_asai_65_g.jpg,https://oz.by/chocolate/more101112218.html,№ 101112218,На складе,МинскБарановичиБобруйскБорисовБрестВитебскГомельГродноЖодиноМозырьЛидаМогилевМолодечноОршаОсиповичиПинскПолоцкСолигорск
"","","",https://oz.by/chocolate/more10737107.html,"","",""
"","","",https://oz.by/chocolate/more10981135.html,"","",""
"","","",https://oz.by/chocolate/more10991423.html,"","",""
"","","",https://oz.by/chocolate/more101021036.html,"","",""
"","","",https://oz.by/chocolate/more10983848.html,"","",""
"","","",https://oz.by/chocolate/more101109756.html,"","",""
"","","",https://oz.by/chocolate/more101076611.html,"","",""
"","","",https://oz.by/chocolate/more101036577.html,"","",""
